Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,District Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
706,706,Major Culvert,Culvert Major,10/3/2019,,,NK: Nkangala District Municipality,6/30/2022,10/3/2019,514765,815846,941325,39440,387120,24450,,,,,7,5.5,0,,,,,,,,,,0.589,47
711,R104  P154/4 STEVE TSHWETE,Major Culvert,Culvert Major,11/5/2017,,,NK: Nkangala District Municipality,6/30/2022,11/5/2017,7524439,7941360,7941360,0,416921,24450,,,,,14.5,22.4,0,,,,,,,,,,0.948,6
714,D117 LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/18/2017,2057860,3903177,3989755,56710,1875185,30100,11,12.05,4.86,,,,,,,,,,,,,1,0.53,47
716,P154/4 STEVE TSHWETE,Bridge,Bridge,11/5/2017,,,NK: Nkangala District Municipality,6/30/2022,11/5/2017,5136480,9611966,11124960,248000,5740480,30100,28,13.2,2.24,,,,,,,,,,,,,1,0.484,54
720,P62/1 EMAKHAZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/16/2017,,,NK: Nkangala District Municipality,6/30/2022,10/16/2017,14231636,24120936,27090000,126065,12732299,30100,75,12,7,,,,,,,,,,,,,1,0.53,47
733,MOSELEY BRIDGE,Bridge,Bridge - Arch,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/9/2019,13701483,25150789,26006400,81910,12223007,60200,54,8,,8.6,,,,,,,,,,,,1,0.53,47
736,Railway Bridge,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,12579969,21702022,24964940,651450,11733521,30100,58,14.3,0,,,,,,,,,,,,,1,0.53,47
757,LUNGSKLIP,Bridge,Bridge,10/4/2019,,,NK: Nkangala District Municipality,6/30/2022,10/4/2019,1207361,2226151,2317700,21020,1089319,30100,14,5.5,3,,,,,,,,,,,,,1,0.53,47
758,WIT RIVER BRIDGE D466,Bridge,Bridge,11/4/2017,,,GS: Gert Sibande District Municipality,6/30/2022,11/4/2017,2656337,4862104,5132050,63650,2412063,30100,27.5,6.2,4,,,,,,,,,,,,,1,0.53,47
762,STOFF BERG,Bridge,Bridge,10/4/2019,,,NK: Nkangala District Municipality,6/30/2022,10/4/2019,6515548,11542411,12521600,120900,5885152,30100,32,13,5.5,,,,,,,,,,,,,1,0.53,47
763,Watervalrivier,Bridge,Bridge,11/15/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/15/2016,3603565,5797305,6495580,488650,2403365,30100,16.6,13,3.9,,,,,,,,,,,,,1,0.63,37
770,LEEUSPRUIT RIVER BRIDGE,Bridge,Bridge,9/10/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/10/2017,3161260,5610640,6020000,29340,2829400,30100,20,10,2.4,,,,,,,,,,,,,1,0.53,47
77 - Joubertbrug,Joubertbrug,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,929992,7010469,7332360,507150,5895218,30100,42,5.8,0,,,,,,,,,,,,,1,0.196,126
78,Bridge 78,Bridge,Bridge,8/17/2013,P8/1,0,EH: Ehlanzeni District Municipality,6/30/2022,10/20/2017,2129635,3754268,4063500,24020,1909845,30100,13.5,10,0,,,,,,,,,,,,,1,0.53,47
798,P154/4  STEVE TSHWETE LOCAL MUNICIPALITY,Bridge,Bridge,11/5/2017,,,NK: Nkangala District Municipality,6/30/2022,11/5/2017,10524241,18627927,20468000,323800,9619959,30100,50,13.6,5.5,,,,,,,,,,,,,1,0.53,47
871,D1103 MSUKALIGWA,Bridge,Bridge,9/11/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/11/2017,1744648,3269534,3491600,105900,1641052,30100,20,5.8,4,,,,,,,,,,,,,1,0.53,47
880,Golane River,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,3296354,7058787,7585200,647950,3640896,30100,21,12,0,,,,,,,,,,,,,1,0.52,48
884,884,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/18/2017,6638746,10887031,11257400,3120,4615534,30100,34,11,5,,,,,,,,,,,,,1,0.59,41
89W,Vaalrivier,Bridge,Bridge,1/24/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/24/2017,7457605,18616214,22281520,3148400,11675519,30100,70.5,10.5,5.2,,,,,,,,,,,,,1,0.476,56
903,Wildebeespruit,Bridge,Bridge,11/15/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/15/2016,3873619,5881615,6573840,267900,2432321,30100,16.8,13,5,,,,,,,,,,,,,1,0.63,37
904,CRYSTAL STREAM,Bridge,Bridge,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,2121268,3387457,3859470,78630,1659572,45140,7.5,11.4,9,,,,,,,,,,,,,1,0.57,43
919,Riet Spruit Bridge,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,3132008,5222410,6140400,61000,2947392,30100,17,12,0,,,,,,,,,,,,,1,0.52,48
922,922,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,5737448,10690597,10833600,4360,5091792,45140,24,10,8,,,,,,,,,,,,,1,0.53,47
926,Watervalrivier,Bridge,Bridge,11/15/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/15/2016,12839914,20639667,21912800,965150,8107736,30100,56,13,3.5,,,,,,,,,,,,,1,0.63,37
927,927,Bridge,Bridge,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/11/2019,1693194,3001139,3250800,29730,1527876,30100,22.5,4.8,4.5,,,,,,,,,,,,,1,0.53,47
944,Blesbok River Bridge,Bridge,Bridge,10/24/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,3975815,6714528,7675500,92200,3607485,30100,51,5,0,,,,,,,,,,,,,1,0.53,47
947,D330 EMAKHANZENI LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,818061,1476117,1540350,88820,633469,24450,,,,,10.5,6,2.5,,,,,,,,,,0.589,47
957,D772 LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/10/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/10/2017,667002,1968414,2122050,173330,1281718,30100,15,4.7,3,,,,,,,,,,,,,1,0.396,76
96,96,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/19/2017,1320104,2522982,2648800,83760,1244936,30100,22,4,5,,,,,,,,,,,,,1,0.53,47
B1555,Railway Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,860291,1488967,1657908,18400,779217,30100,10.2,5.4,0,,,,,,,,,,,,,1,0.53,47
B998,Olifantsriver Bridge,Bridge,Bridge - Arch,11/17/2016,,,NK: Nkangala District Municipality,6/30/2022,11/17/2016,28037230,65909598,68477500,175500,40264774,60200,91,12.5,,3.3,,,,,,,,,,,,1,0.412,72
K1,Moetsie MAdiba,Bridge,Bridge,11/16/2016,,,NK: Nkangala District Municipality,6/30/2022,11/16/2016,7712670,8894640,11739000,269850,3756480,30100,31.2,12.5,4.2,,,,,,,,,,,,,1,0.68,32
K5A,K5A,Bridge,Bridge,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,4055913,5663158,6162975,134910,1972152,30100,19.5,10.5,3.6,,,,,,,,,,,,,1,0.68,32
K5B,K5B,Bridge,Bridge,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,2717632,3919241,4108650,76250,1314768,30100,13,10.5,3.7,,,,,,,,,,,,,1,0.68,32
M1127,D622 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/12/2017,6618353,12349789,12569760,43620,5907787,30100,48,8.7,3.5,,,,,,,,,,,,,1,0.53,47
M6001,KAALRUG CULVERT,Major Culvert,Culvert Major,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,415780,663642,726165,11750,298635,24450,,,,,6.6,4.5,0,,,,,,,,,,0.589,47
M6013,D2916 THEMBISILE LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,,NK: Nkangala District Municipality,6/30/2022,11/6/2017,22641323,27833869,27956880,3750,5311807,30100,108,8.6,5.8,,,,,,,,,,,,,1,0.81,19
M6015,M6015,Bridge,Bridge,8/14/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/14/2019,7902140,14139475,15050000,74360,7073500,30100,40,12.5,4.5,,,,,,,,,,,,,1,0.53,47
M6016,M6016 on D1411,Bridge,Bridge,11/9/2012,D1411,0,EH: Ehlanzeni District Municipality,6/30/2022,10/13/2017,14010619,14471373,18080180,272720,3796837,30100,41.17,14.59,6.95,,,,,,,,,,,,,1,0.79,21
M6017,M6017,Bridge,Bridge,8/14/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/14/2019,4565665,8485480,8774150,84635,4123850,30100,26.5,11,4.5,,,,,,,,,,,,,1,0.53,47
M6018,Ngwenyeni Bridge,Bridge,Bridge,11/22/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/22/2016,6309912,7194861,8264256,218850,1735494,30100,26.4,10.4,3.4,,,,,,,,,,,,,1,0.79,21
M6038,KLIPSPRUIT,Bridge,Bridge,10/3/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/3/2019,4781686,5086900,5086900,0,305214,30100,13,13,2.5,,,,,,,,,,,,,1,0.94,6
M6100,STADS RIVER,Bridge,Bridge Cellular,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,2076561,3387824,4069947,319620,1673766,24450,,,,,28.7,5.8,0.6,,,,,,,,,,0.589,47
M6102,Vaal River,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,1379028,2530423,2889600,152460,1358112,30100,24,4,0,,,,,,,,,,,,,1,0.53,47
M6103,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,452715,706342,794625,15120,326790,24450,,,,,6.5,5,0,,,,,,,,,,0.589,47
M6104,M6104,Bridge,Bridge Cellular,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,2774520,4462638,4789266,45160,1969586,24450,,,,,16.6,11.8,0.6,,,,,,,,,,0.589,47
M6106,M6106,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,2345331,4138500,4546304,64210,2136763,30100,12.8,11.8,4,,,,,,,,,,,,,1,0.53,47
M6108,D273,Major Culvert,Culvert Major,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,1573521,2589063,2701725,17120,1111084,24450,,,,,13,8.5,0,,,,,,,,,,0.589,47
M6110,River Bridge,Bridge,Bridge,11/13/2012,D2943,21,EH: Ehlanzeni District Municipality,6/30/2022,10/16/2017,3553642,6155570,7224000,275078,3395280,30100,30,8,1,,,,,,,,,,,,,1,0.53,47
M6111,Major Culvert on D2945 Nhlenga River,Major Culvert,Culvert Major,11/22/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/22/2016,4468703,6406442,9898705,1359160,4070842,24450,,,,,18.7,21.65,0.5,,,,,,,,,,0.589,47
M6117,M6117,Bridge,Bridge,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,10643219,19178419,20385220,160950,9581055,30100,64.5,10.5,7.6,,,,,,,,,,,,,1,0.53,47
M6118,Railway,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,5777720,10321279,10919680,9710,5132248,30100,37.4,9.7,0,,,,,,,,,,,,,1,0.53,47
M6119,M6119,Bridge,Bridge Cellular,10/2/2019,,,NK: Nkangala District Municipality,6/30/2022,10/2/2019,2366502,3761447,4048920,17300,1665118,24450,,,,,18,9.2,0,,,,,,,,,,0.589,47
M6120,None,Bridge,Bridge,5/1/2014,D531,25.1,NK: Nkangala District Municipality,6/30/2022,5/1/2014,2905604,5482203,5530875,25760,2599511,30100,17.5,10.5,2.2,,,,,,,,,,,,,1,0.53,47
M6121,Unknown,Bridge,Bridge Cellular,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,2519852,4054004,5006798,427900,2059045,24450,,,,,22.38,9.15,0,,,,,,,,,,0.589,47
M6122,Unknown,Major Culvert,Culvert Major,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,1754685,2656387,3069903,52720,1262498,24450,,,,,13.53,9.28,0,,,,,,,,,,0.589,47
M6123,Unknown,Major Culvert,Culvert Major,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,809444,1188135,1445068,41340,594284,24450,,,,,5.94,9.95,0.15,,,,,,,,,,0.589,47
M6124,Unknown,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,3782556,6620362,7585200,237600,3565044,30100,31.5,8,0,,,,,,,,,,,,,1,0.53,47
M6125,Unknown,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,2912632,5279550,5705154,111100,2681422,30100,24.3,7.8,0,,,,,,,,,,,,,1,0.53,47
M6126,Unknown,Bridge,Bridge Cellular,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,1389834,2487687,2719378,211200,1118344,24450,,,,,20.04,5.55,0,,,,,,,,,,0.589,47
M6127,Unknown,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,7579910,13090791,14960900,349370,7031624,30100,43.6,11.4,0,,,,,,,,,,,,,1,0.53,47
M6128,M6128,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/15/2019,20395345,35785714,38670540,100040,18175151,45140,72.6,11.8,10,,,,,,,,,,,,,1,0.53,47
M6129,Unknown,Bridge,Bridge Cellular,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,1558376,2561798,2667984,12400,1097208,24450,,,,,12.4,8.8,0,,,,,,,,,,0.589,47
M6130,Unknown,Bridge,Bridge Cellular,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,1688965,3030088,3030089,95000,1246124,24450,,,,,14.58,8.5,0,,,,,,,,,,0.589,47
M6131,Unknown,Bridge,Bridge Cellular,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,2683900,4206552,4656356,57530,1914926,24450,,,,,18.8,10.13,0,,,,,,,,,,0.589,47
M6132,Unknown,Major Culvert,Culvert Major,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,1081962,1588198,1854288,9750,762576,24450,,,,,7.9,9.6,0.15,,,,,,,,,,0.589,47
M6133,Xixamba River Bridge,Bridge,Bridge,7/31/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,7/31/2018,12550386,22812359,24294310,325600,11418326,30100,70.8,11.4,0,,,,,,,,,,,,,1,0.53,47
M6134,Unknown,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,5234638,9225349,9921863,23950,4663275,30100,27.7,11.9,0,,,,,,,,,,,,,1,0.53,47
M6135,Unknown,Major Culvert,Culvert Major,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,1150132,1997226,2066025,66240,849653,24450,,,,,2.5,33.8,2,,,,,,,,,,0.589,47
M6136,Unknown,Bridge,Bridge,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,12765593,18707547,19700450,39700,6895157,30100,55,11.9,0,,,,,,,,,,,,,1,0.65,35
M6137,M6137,Bridge,Bridge,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,6914432,12303685,13108550,33100,6161018,30100,87.1,5,6.5,,,,,,,,,,,,,1,0.53,47
M6138,Unknown,Major Culvert,Culvert Major,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,1749074,2537873,3035370,38000,1248296,24450,,,,,12.54,9.9,1,,,,,,,,,,0.589,47
M6139,Unknown,Major Culvert,Culvert Major,9/28/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,9/28/2018,2920079,4358675,5078265,69750,2088436,24450,,,,,13.4,15.5,0,,,,,,,,,,0.589,47
M6140,Unknown,Major Culvert,Culvert Major,8/1/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/1/2018,3091314,4409240,5619014,216880,2310819,24450,,,,,21.95,10.47,0,,,,,,,,,,0.589,47
M6141,Culvert on River,Bridge,Bridge Cellular,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/27/2019,6313623,10452473,10758000,20150,4424227,24450,,,,,22,20,0,,,,,,,,,,0.589,47
M6142,SYNAMANSBULT,Major Culvert,Culvert Major,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2019,584524,943640,1045238,30860,429854,24450,,,,,7.5,5.7,0,,,,,,,,,,0.589,47
M6145,Brink Rail Bridge,Bridge,Bridge,11/22/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/22/2016,5548929,10327538,10926300,242010,5135361,30100,33,11,5.6,,,,,,,,,,,,,1,0.53,47
M6147,M6147,Major Culvert,Culvert Major,10/3/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/3/2019,2578829,4327503,4401000,12260,1809911,24450,,,,,18,10,0,,,,,,,,,,0.589,47
M6148,D2975 Bridge 1,Major Culvert,Culvert Major,4/27/2014,D2975,,EH: Ehlanzeni District Municipality,6/30/2022,4/27/2014,1411674,2431308,2445000,27820,1005506,24450,,,,,10,10,0,,,,,,,,,,0.589,47
M6149,M6149,Major Culvert,Culvert Major,8/14/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/14/2019,1361644,2313840,2493900,106640,1025616,24450,,,,,8.5,12,0,,,,,,,,,,0.589,47
M6150,D2975 River 3,Major Culvert,Culvert Major,4/27/2014,D2975,,EH: Ehlanzeni District Municipality,6/30/2022,4/27/2014,2070149,3559435,3579480,37270,1472061,24450,,,,,12.2,12,0,,,,,,,,,,0.589,47
M6151,M6151,Bridge,Bridge Cellular,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,8795901,14747311,15403500,272910,6334689,24450,,,,,63,10,0.6,,,,,,,,,,0.589,47
M6152,D2975 River 5,Major Culvert,Culvert Major,4/27/2014,D2975,,EH: Ehlanzeni District Municipality,6/30/2022,4/27/2014,3138374,6238080,6308100,575520,2594206,24450,,,,,43,6,0,,,,,,,,,,0.589,47
M6153,M6153,Major Culvert,Culvert Major,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,1277429,2073431,2224950,32510,915011,24450,,,,,14,6.5,0.6,,,,,,,,,,0.589,47
M6154,M6154,Major Culvert,Culvert Major,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,581932,1006837,1139859,89160,468767,24450,,,,,12.6,3.7,0,,,,,,,,,,0.589,47
M6156,M6156,Bridge,Bridge,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,2700579,4955637,5124224,15260,2408385,30100,15.2,11.2,6,,,,,,,,,,,,,1,0.53,47
M6157,M6157,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,1616519,2439221,2805638,35300,1153818,24450,,,,,13.5,8.5,0.6,,,,,,,,,,0.589,47
M6158,M6158,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,1464166,2272683,2577030,53060,1059804,24450,,,,,17,6.2,0.6,,,,,,,,,,0.589,47
M6159,M6159,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,915168,1586116,1603920,29140,659612,24450,,,,,8.2,8,0.6,,,,,,,,,,0.589,47
M6161,M6161,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,1256743,2048666,2156490,12890,886857,24450,,,,,6,14.7,0.6,,,,,,,,,,0.589,47
M6162,M6162,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,2778703,3933394,4767750,28310,1960737,24450,,,,,30,6.5,0.6,,,,,,,,,,0.589,47
M6163,M6163,Bridge,Bridge,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,4160773,7623916,7901250,26890,3713587,30100,52.5,5,7.5,,,,,,,,,,,,,1,0.53,47
M6164,M6164,Bridge,Bridge Cellular,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/16/2019,1277478,2158800,2567250,233990,1055782,24450,,,,,21,5,0.6,,,,,,,,,,0.589,47
M6165,M6165,Major Culvert,Culvert Major,8/16/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/16/2019,1891167,2935770,3251850,23360,1337323,24450,,,,,14,9.5,0.6,,,,,,,,,,0.589,47
M6167,M6167,Bridge,Bridge,10/4/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/4/2019,640666,1154215,1264200,29360,594174,30100,12,3.5,3.5,,,,,,,,,,,,,1,0.53,47
M6168,M6168,Major Culvert,Culvert Major,10/4/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/4/2019,762817,1210319,1320300,14510,542973,24450,,,,,9,6,0,,,,,,,,,,0.589,47
M6169,KLIP RIVER,Major Culvert,Culvert Major,10/4/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/4/2019,495635,766144,941325,58570,387120,24450,,,,,7,5.5,0,,,,,,,,,,0.589,47
M6170,M6170,Bridge,Bridge Cellular,10/3/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,10/3/2019,899006,1544956,1613700,51060,663634,24450,,,,,11,6,0,,,,,,,,,,0.589,47
M6171,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/22/2019,1025936,1625905,1760400,10500,723964,24450,,,,,8,9,0,,,,,,,,,,0.589,47
M6172,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,1040210,1661250,1882650,68200,774240,24450,,,,,11,7,0,,,,,,,,,,0.589,47
M6173,P7/3 Bridge,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,713386,1230089,1564800,207890,643524,24450,,,,,8,8,0,,,,,,,,,,0.589,47
M6174,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,1123875,2000145,2257500,72600,1061025,30100,10,7.5,0,,,,,,,,,,,,,1,0.53,47
M6175,Poendaas River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/2/2019,1142475,2077577,2257500,54000,1061025,30100,15,5,0,,,,,,,,,,,,,1,0.53,47
M6176,D282 River Bridge 3,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,629026,1194922,1264200,41000,594174,30100,7,6,0,,,,,,,,,,,,,1,0.53,47
M6177,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,400437,890014,1026900,204150,422313,24450,,,,,6,7,0,,,,,,,,,,0.589,47
M6178,D1969 River Bridge,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,3192673,5717976,5914944,289750,2432521,24450,,,,,8.4,28.8,0,,,,,,,,,,0.589,47
M6179,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/18/2019,1,98312,126853.9,232750,96568,24450,,,,,3.07,1.69,0,,,,,,,,,,0.239,87
M6180,Bridge,Bridge,Bridge,5/2/2014,D226,,GS: Gert Sibande District Municipality,6/30/2022,5/2/2014,6065392,11305271,11558400,60560,5432448,30100,80,4.8,0,,,,,,,,,,,,,1,0.53,47
M6181,D393 River Bridge,Bridge,Bridge,5/17/2014,D393,,GS: Gert Sibande District Municipality,6/30/2022,5/17/2014,2368510,4495134,4515000,24440,2122050,30100,25,6,1,,,,,,,,,,,,,1,0.53,47
M6182,Bridge,Bridge,Bridge,5/17/2014,D393,,GS: Gert Sibande District Municipality,6/30/2022,5/17/2014,1127206,2148129,2167200,21410,1018584,30100,12,6,0,,,,,,,,,,,,,1,0.53,47
M6183,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/1/2019,908980,1627748,1806000,48200,848820,30100,15,4,0,,,,,,,,,,,,,1,0.53,47
M6184,D1299 River Bridge,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/21/2019,998646,1568932,1711500,9000,703854,24450,,,,,10,7,0,,,,,,,,,,0.589,47
M6185,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/4/2019,803615,1420750,1655500,73800,778085,30100,10,5.5,0,,,,,,,,,,,,,1,0.53,47
M6186,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/4/2019,1318230,2469524,2709000,117540,1273230,30100,15,6,0,,,,,,,,,,,,,1,0.53,47
M6187,Usutu River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/27/2019,631134,1280093,1444800,134610,679056,30100,12,4,0,,,,,,,,,,,,,1,0.53,47
M6188,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/30/2019,2421525,3765104,4966500,210720,2334255,30100,33,5,0,,,,,,,,,,,,,1,0.53,47
M6189,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/22/2019,1574806,2632696,3070200,52400,1442994,30100,17,6,0,,,,,,,,,,,,,1,0.53,47
M6191,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/4/2019,515980,1326808,1505000,80000,909020,30100,10,5,0,,,,,,,,,,,,,1,0.396,76
M6192,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/4/2019,784995,1463131,1655500,92420,778085,30100,11,5,0,,,,,,,,,,,,,1,0.53,47
M6193,Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/22/2019,1683174,3063229,3250800,39750,1527876,30100,12,9,0,,,,,,,,,,,,,1,0.53,47
M6194,Culvert,Major Culvert,Culvert Major,10/29/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,383511,1447812,1613700,30000,1200189,24450,,,,,11,6,0,,,,,,,,,,0.256,85
