Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,District Municipality,Magisterial District,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
926,Watervalrivier,Bridge,Bridge,11/15/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,94.19,86.9
927,927,Bridge,Bridge,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.32,90.47
944,Blesbok River Bridge,Bridge,Bridge,10/24/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,87.48,73.17
947,D330 EMAKHANZENI LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/14/2017,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,95.83,92.42
957,D772 LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/10/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,92.76,60.16
96,96,Bridge,Bridge,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,95.25,88.1
B0080,B0080 on P166/1,Bridge,Bridge,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,98.64,97.97
B0081,CROCODILE RIVER,Bridge,Bridge,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,99.12,98.9
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,,0,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,78.07,51.26
B1555,Railway Bridge,Bridge,Bridge,8/3/2018,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,89.81,86.22
B998,Olifantsriver Bridge,Bridge,Bridge - Arch,11/17/2016,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,96.25,28.12
C0068,Terranova Bridge,Bridge,Bridge,9/13/2015,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
K1,Moetsie MAdiba,Bridge,Bridge,11/16/2016,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,75.77,82.95
K2,Moleti River Bridge,Bridge,Bridge,11/16/2016,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,78.29,59.38
K5A,K5A,Bridge,Bridge,10/22/2019,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,91.89,79.74
K5B,K5B,Bridge,Bridge,10/22/2019,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,95.39,91.5
M1127,D622 GOVAN MBEKI LOCAL MUNICIPALITY,Bridge,Bridge,10/12/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,98.25,98.44
M6001,KAALRUG CULVERT,Major Culvert,Culvert Major,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,91.39,96.7
M6012,M6012 on D2970,Major Culvert,Culvert Major,11/9/2012,,D2970,10.9,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,88.53,83.57
M6013,D2916 THEMBISILE LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,99.56,99.59
M6015,M6015,Bridge,Bridge,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,93.95,78.94
M6016,M6016 on D1411,Bridge,Bridge,11/9/2012,,D1411,0,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,80.04,82.78
M6017,M6017,Bridge,Bridge,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,96.71,92.79
M6018,Ngwenyeni Bridge,Bridge,Bridge,11/22/2016,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,87.06,58.86
M6019,M6019 on D2969,Bridge,Bridge Cellular,11/9/2012,,D2969,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,84.94,76.66
M6022,ELANDS RIVER BRIDGE,Bridge,Bridge,11/7/2017,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,95.83,92.03
M6023,Bronkhorst river bridge,Bridge,Bridge,8/29/2013,,0,0,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,93.86,92.65
M6025,BRIDGE,Bridge,Bridge,11/14/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,94.3,97.08
M6029,Komati River Bridge on Road D2952,Bridge,Bridge,3/21/2014,,D2952,0.74,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,100,100
M6038,KLIPSPRUIT,Bridge,Bridge,10/3/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,100,100
M6100,STADS RIVER,Bridge,Bridge Cellular,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,83.24,54.07
M6102,Vaal River,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,87.57,86.94
M6103,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,88.89,57.78
M6104,M6104,Bridge,Bridge Cellular,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,93.18,72.24
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,,0,1.7,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,94.52,82.67
M6106,M6106,Bridge,Bridge,8/12/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,91.03,91.41
M6108,D273,Major Culvert,Culvert Major,7/17/2018,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,95.83,92.42
M6110,River Bridge,Bridge,Bridge,11/13/2012,,D2943,21,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,85.21,82.77
M6111,Major Culvert on D2945 Nhlenga River,Major Culvert,Culvert Major,11/22/2016,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,64.72,49.45
M6113,Bridge over Rail,Bridge,Bridge,2/26/2005,,0,6.3,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,98.68,98.78
M6114,Bridge over rail,Bridge,Bridge,2/26/2005,,0,3.7,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,98.25,98.66
M6115,Bridge over Rail,Bridge,Bridge,2/26/2005,,0,2.6,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,96.93,94.97
M6116,Bridge over Rail,Bridge,Bridge,2/26/2005,,0,4.2,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,98.68,98.78
M6117,M6117,Bridge,Bridge,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.08,91.08
M6118,Railway,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.52,93.7
M6119,M6119,Bridge,Bridge Cellular,10/2/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,92.9,70.45
M6120,None,Bridge,Bridge,5/1/2014,,D531,25.1,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,99.12,99.19
M6121,Unknown,Bridge,Bridge Cellular,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,80.97,93.95
M6122,Unknown,Major Culvert,Culvert Major,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,86.53,89.09
M6123,Unknown,Major Culvert,Culvert Major,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,82.22,72.64
M6124,Unknown,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,87.28,71.2
M6125,Unknown,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,92.54,81.02
M6126,Unknown,Bridge,Bridge Cellular,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,91.48,73.79
M6127,Unknown,Bridge,Bridge,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,87.5,85.48
M6128,M6128,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,92.54,81
M6129,Unknown,Bridge,Bridge Cellular,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.02,98.34
M6130,Unknown,Bridge,Bridge Cellular,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,100,100
M6131,Unknown,Bridge,Bridge Cellular,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,90.34,94.9
M6132,Unknown,Major Culvert,Culvert Major,8/2/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,85.65,92.88
M6133,Xixamba River Bridge,Bridge,Bridge,7/31/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,93.9,90.94
M6134,Unknown,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,92.98,87.27
M6135,Unknown,Major Culvert,Culvert Major,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.67,92.79
M6136,Unknown,Bridge,Bridge,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,94.96,89.01
M6137,M6137,Bridge,Bridge,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,93.86,91.2
M6138,Unknown,Major Culvert,Culvert Major,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,83.61,80.46
M6139,Unknown,Major Culvert,Culvert Major,9/28/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,85.83,74.97
M6140,Unknown,Major Culvert,Culvert Major,8/1/2018,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,78.47,70.22
M6141,Culvert on River,Bridge,Bridge Cellular,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,97.16,92.83
M6142,SYNAMANSBULT,Major Culvert,Culvert Major,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90.28,38.25
M6145,Brink Rail Bridge,Bridge,Bridge,11/22/2016,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,94.52,97.53
M6146,Mambane River Bridge,Bridge,Bridge Cellular,11/22/2016,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,87.78,69.97
M6147,M6147,Major Culvert,Culvert Major,10/3/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,98.33,98.78
M6148,D2975 Bridge 1,Major Culvert,Culvert Major,4/27/2014,,D2975,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,99.44,99.59
M6149,M6149,Major Culvert,Culvert Major,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.78,78.82
M6150,D2975 River 3,Major Culvert,Culvert Major,4/27/2014,,D2975,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,99.44,99.59
M6151,M6151,Bridge,Bridge Cellular,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,95.74,93.93
M6152,D2975 River 5,Major Culvert,Culvert Major,4/27/2014,,D2975,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,98.89,98.94
M6153,M6153,Major Culvert,Culvert Major,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,93.19,86.65
M6154,M6154,Major Culvert,Culvert Major,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,88.33,34.88
M6155,D2952 River,Major Culvert,Culvert Major,3/31/2009,,D2952,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,95.14,69.51
M6156,M6156,Bridge,Bridge,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.71,96.66
M6157,M6157,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,86.94,65.68
M6158,M6158,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,88.19,67.06
M6159,M6159,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,98.89,98.94
M6161,M6161,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,95,97.32
M6162,M6162,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,82.5,37.19
M6163,M6163,Bridge,Bridge,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.49,93.18
M6164,M6164,Bridge,Bridge Cellular,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,84.09,59.01
M6165,M6165,Major Culvert,Culvert Major,8/16/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,90.28,66.23
M6167,M6167,Bridge,Bridge,10/4/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,91.3,91.27
M6168,M6168,Major Culvert,Culvert Major,10/4/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,91.67,82.76
M6169,KLIP RIVER,Major Culvert,Culvert Major,10/4/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,81.39,74.65
M6170,M6170,Bridge,Bridge Cellular,10/3/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,95.74,82.27
M6171,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,92.36,85.54
M6172,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,88.24,73.1
M6173,P7/3 Bridge,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,78.61,57.06
M6174,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,88.6,58
M6175,Poendaas River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,92.03,87.77
M6176,D282 River Bridge 3,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,94.52,91.7
M6177,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,86.67,72.47
M6178,D1969 River Bridge,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,96.67,94.92
M6179,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,77.5,64.62
M6180,Bridge,Bridge,Bridge,5/2/2014,,D226,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,97.81,98.46
M6181,D393 River Bridge,Bridge,Bridge,5/17/2014,,D393,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,99.56,99.59
M6182,Bridge,Bridge,Bridge,5/17/2014,,D393,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,99.12,99.19
M6183,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,90.13,89.86
M6184,D1299 River Bridge,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,91.67,92.73
M6185,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,85.82,55.3
M6186,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,91.16,82.86
M6187,Usutu River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,88.6,77.21
M6188,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,75.81,11.14
M6189,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,85.75,77.54
M6191,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,88.16,80.28
M6192,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,88.38,79.81
M6193,Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,94.23,55.68
M6194,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,89.72,79.46
M6195,D1273 River Bridge,Bridge,Bridge,10/25/2019,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,94.08,79.47
M6200,Mosesrivier Tributary,Major Culvert,Culvert Major,11/16/2016,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,94.44,81.68
M6202,HONEY BIRD CREEK,Major Culvert,Culvert Major,8/10/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,81.39,71.76
M6205,INKOTHINI,Bridge,Bridge,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,98.9,94.09
M6206,M6206,Bridge,Bridge,8/13/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,97.15,96.38
M6207,MLOMATI RIVER,Bridge,Bridge Cellular,8/11/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,94.32,97.48
M6208,Culvert on P97/2,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,100,100
M6210,M6210,Major Culvert,Culvert Major,10/22/2019,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,92.5,62.58
M6211,M6211,Bridge,Bridge Cellular,10/22/2019,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,91.76,74.95
M6212,M6212,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,95.61,86.07
M6213,M6213,Bridge,Bridge,8/15/2019,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,95.83,91.89
M6214,Krokodilriver Tributary,Bridge,Bridge,11/23/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,87.1,88.06
M6215,Nelspruit Rail Bridge,Bridge,Bridge,11/23/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.32,81.34
M6216,M6216,Major Culvert,Culvert Major,8/14/2019,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,97.22,97.97
M6217,P171/1 THABA CHWEU LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,93.06,87.36
M6218,M6218,Major Culvert,Culvert Major,10/3/2019,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,96.67,97.85
M6219,Wilgekraalspruit Culvert,Major Culvert,Culvert Major,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,85.56,94.12
M6220,D796 THABA CHWEU LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/15/2017,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,93.06,83.91
M6221,Crocodile River Culvert,Major Culvert,Culvert Major,11/7/2016,,,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,88.33,85.94
M6222,Vaalriver Tributary,Major Culvert,Culvert Major,1/26/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,86.11,72.89
M6223,M6223,Major Culvert,Culvert Major,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.06,70.45
M6224,M6224,Bridge,Bridge,9/12/2017,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,98.25,95.4
M6225,M6225,Major Culvert,Culvert Major,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,97.22,97.97
M6226,Culvert D329,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,95.69,95.86
M6227,M6227,Major Culvert,Culvert Major,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,100,100
M6228,M6228 Culvert Major D329,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,98.06,93.25
M6230,Kromdraailoop,Lesser Culvert,Culvert Lesser,1/25/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,100,100
M6231,Rietspruit,Major Culvert,Culvert Major,1/25/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,98.06,93.25
M6232,M6232,Major Culvert,Culvert Major,9/18/2017,,,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,100,100
M6233,Sandspruit,Bridge,Bridge,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,80.54,15.35
M6235,M6235_P180/1_Albert Luthuli Local Municipality,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,91.11,95.16
M6236,SWARTKOPIES SPRUIT,Major Culvert,Culvert Major,10/3/2019,,,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,86.94,64.63
M6237,M6237,Major Culvert,Culvert Major,10/22/2019,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,95.14,73.46
M6238,P154/4 NK:STEVE TSHWETE LOCAL MUNICIPALITY,Major Culvert,Culvert Major,10/16/2017,,,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,97.22,84.63
M6239,Goromane Bridge,Bridge,Bridge,3/17/2014,,D4444,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,100,100
M6241,Bridge Over Waterval River on Road D714,Bridge,Bridge,9/20/2015,,D714,2.6,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6242,Bridge on Road D714 over Road R50 ,Bridge,Bridge,9/20/2015,,D714,3.9,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6243,Phola Bridge,Bridge,Bridge,11/10/2016,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,95.07,90.07
M6244,BRIDGE,Bridge,Bridge,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,99.12,99.19
M6245,CULVERT,Major Culvert,Culvert Major,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,89.17,65.91
M6246,BRIDGE,Bridge,Bridge,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,93.42,89.7
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,89.91,79.74
M6248,BRIDGE,Bridge,Bridge,11/14/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,92.66,80.94
M6249,BRIDGE,Bridge,Bridge,9/27/2015,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,97.81,88.18
M6250,Mzinti River Bridge,Bridge,Bridge,11/22/2016,,,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,83.11,82.91
M6251,Kameel River Bridge,Bridge,Bridge,12/5/2015,,,,NK: Nkangala District Municipality,NK: Dr JS Moroka Local Municipality,6/30/2022,95.39,62.95
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,96.27,86.43
M6253,Bridge,Bridge,Bridge,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.86,91.66
M6254,Canal Bridge,Bridge,Bridge,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,94.29,80.38
M6255,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.74,93.93
